Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ROC_5,SMA_7,SMA_14,SMA_21,EMA_9,SD_7,SD_21,MACD,MACD_signal,MiddleBand_21,UpperBand_21,LowerBand_21,RSI_14
2023-08-28 00:43:00+00:00,26027.41796875,26027.41796875,26027.41796875,26027.41796875,0,0.0,0.0,-0.0001731647722830725,26029.016462053572,26032.40066964286,26039.972470238095,26039.381675571698,2.219680192264199,12.412585367534732,-9.352684103647334,-9.334562933395492,26039.972470238095,26064.797640973164,26015.147299503027,25.750217473300907
2023-08-28 00:44:00+00:00,26030.09375,26030.09375,26030.09375,26030.09375,2486272,0.0,0.0,2.483665397896328e-05,26028.82198660714,26031.745256696428,26038.296781994046,26038.17358918512,2.0211728037808436,11.134259902391852,-8.854868814949441,-9.237505109178985,26038.296781994046,26060.56530179883,26016.028262189262,30.98396512069226
2023-08-28 00:45:00+00:00,26030.224609375,26030.224609375,26030.224609375,26030.224609375,200192,0.0,0.0,0.0001289983097394249,26028.578962053572,26031.164899553572,26036.705078125,26037.358491120394,1.654852456913008,9.614014318477945,-8.35352280668667,-9.059062808958476,26036.705078125,26055.933106761957,26017.477049488043,31.239233617027168
2023-08-28 00:46:00+00:00,26031.642578125,26031.642578125,26031.642578125,26031.642578125,2641920,0.0,0.0,7.48844299887981e-05,26028.892578125,26030.710100446428,26035.412202380954,26036.63945479529,2.0155448801762024,8.219602602391129,-7.755021859189583,-8.79631588892872,26035.412202380954,26051.851407585735,26018.972997176174,34.084238340353636
2023-08-28 00:47:00+00:00,26032.8203125,26032.8203125,26032.8203125,26032.8203125,11264,0.0,0.0,0.0002501975540074759,26029.743024553572,26030.50711495536,26034.272042410714,26036.136209358916,2.259668236178566,6.613511633433787,-7.10580710533759,-8.456206480622628,26034.272042410714,26047.49906567758,26021.045019143847,36.43665581165268
2023-08-28 00:48:00+00:00,26036.46875,26036.46875,26036.46875,26036.46875,106496,0.0,0.0,0.00034774026608658926,26030.7109375,26030.458844866072,26033.641741071428,26035.8024963622,3.3988118284969926,5.626165568310603,-6.231260145978013,-8.009105840616872,26033.641741071428,26044.894072208048,26022.389409934807,43.19939065008604
2023-08-28 00:49:00+00:00,26038.947265625,26038.947265625,26038.947265625,26038.947265625,1537536,0.0,0.0,0.00034012615206197635,26032.516462053572,26030.949776785714,26033.181733630954,26035.869505447943,3.9780348826951895,4.651924468236684,-5.28125490977618,-7.461466732393227,26033.181733630954,26042.485582567428,26023.87788469448,47.301290345627145
2023-08-28 00:50:00+00:00,26038.529296875,26038.529296875,26038.529296875,26038.529296875,7438848,0.0,0.0,0.00031904017827833104,26034.10379464286,26031.560128348214,26032.96837797619,26036.17887589137,3.8181746194484343,4.265315413850991,-4.509540194951114,-6.869291685645442,26032.96837797619,26041.499008803894,26024.437747148488,46.688963766391176
2023-08-28 00:51:00+00:00,26031.99609375,26031.99609375,26031.99609375,26031.99609375,422400,0.0,0.0,1.358022736902002e-05,26034.375558035714,26031.598772321428,26032.622023809523,26036.415013288894,3.5429672632726903,4.016092194190988,-4.365879619661428,-6.367395762568304,26032.622023809523,26040.654208197906,26024.58983942114,38.33531531192364
2023-08-28 00:52:00+00:00,26032.41796875,26032.41796875,26032.41796875,26032.41796875,0,0.0,0.0,-1.5455250148475437e-05,26034.688895089286,26031.633928571428,26032.33956473214,26035.971268898345,3.19453237149961,3.795661250453149,-4.170348186304182,-5.927134658489731,26032.33956473214,26039.930887233048,26024.748242231235,39.09314298723692
2023-08-28 00:53:00+00:00,26006.486328125,26006.486328125,26006.486328125,26006.486328125,0,0.0,0.0,-0.0011515548503481295,26031.095145089286,26029.99386160714,26030.838448660714,26035.614598837667,11.231871952368284,6.622156796710944,-6.008072493346845,-5.943347313329365,26030.838448660714,26044.082762254136,26017.59413506729,21.55657522624682
2023-08-28 00:54:00+00:00,25993.4921875,25993.4921875,25993.4921875,25993.4921875,805888,0.0,0.0,-0.0017456572902625356,26025.47684151786,26027.609933035714,26028.83035714286,26032.69188893878,18.013784337965465,10.401571204330095,-8.401573429891869,-6.435601918326914,26028.83035714286,26049.633499551517,26008.0272147342,17.3553213926092
2023-08-28 00:55:00+00:00,26000.974609375,26000.974609375,26000.974609375,26000.974609375,73989632,0.0,0.0,-0.0014422737579309866,26020.40625,26025.55859375,26027.107979910714,26028.75995291991,19.350019795703123,11.849836735311067,-9.591094983843504,-7.067326160817085,26027.107979910714,26050.807653381336,26003.40830644009,26.266649580360067
2023-08-28 00:56:00+00:00,26000.16015625,26000.16015625,26000.16015625,26000.16015625,2751488,0.0,0.0,-0.0012229541440213823,26014.865234375,26023.690848214286,26025.58826264881,26025.97378746036,18.698282760709848,13.155595640697747,-10.477612875602063,-7.749924313748004,26025.58826264881,26051.899453930204,25999.277071367414,25.93879151788242
2023-08-28 00:57:00+00:00,25998.474609375,25998.474609375,25998.474609375,25998.474609375,8995840,0.0,0.0,-0.0013038880758501382,26009.143136160714,26021.623465401786,26024.087797619046,26023.3860454655,16.21327926560085,14.370001777768934,-11.1854814588296,-8.437471527583474,26024.087797619046,26052.827801174582,25995.34779406351,25.236732320596985
2023-08-28 00:58:00+00:00,26024.091796875,26024.091796875,26024.091796875,26024.091796875,18770432,0.0,0.0,0.000676964528305401,26008.01395089286,26021.194754464286,26023.737165178572,26020.88936288817,14.545915338766429,14.270740013270958,-9.589041411716607,-8.667902346716575,26023.737165178572,26052.278645205115,25995.19568515203,48.188841222093146
2023-08-28 00:59:00+00:00,26021.1328125,26021.1328125,26021.1328125,26021.1328125,10586112,0.0,0.0,0.0010633671228405428,26006.401785714286,26020.545340401786,26023.223214285714,26021.210246989114,11.746324422346289,14.154968340322393,-8.462874764816661,-8.626880189772793,26023.223214285714,26051.53315096636,25994.91327760507,46.41628268745318
2023-08-28 01:00:00+00:00,26017.53515625,26017.53515625,26017.53515625,26017.53515625,2670080,0.0,0.0,0.0006369202356372009,26007.98018973214,26019.537667410714,26022.65597098214,26021.202489600095,12.479063145733734,14.131738568165328,-7.768636567030626,-8.455175743945944,26022.65597098214,26050.91944811847,25994.39249384581,44.28344794273788
2023-08-28 01:01:00+00:00,26019.3515625,26019.3515625,26019.3515625,26019.3515625,21495808,0.0,0.0,0.000738126462862834,26011.674386160714,26018.575613839286,26022.29808407738,26020.835162183048,11.241577596495778,14.114913613386317,-6.992376433143363,-8.16253990917915,26022.29808407738,26050.527911304154,25994.06825685061,45.6415485174852
2023-08-28 01:02:00+00:00,26014.10546875,26014.10546875,26014.10546875,26014.10546875,0,0.0,0.0,0.0006012221720640311,26013.550223214286,26016.97823660714,26021.555803571428,26020.686585950396,10.206468438194864,14.116433664530268,-6.719921971311123,-7.873956385152535,26021.555803571428,26049.78867090049,25993.322936242366,42.42508820392989
2023-08-28 01:03:00+00:00,26017.359375,26017.359375,26017.359375,26017.359375,0,0.0,0.0,-0.0002586995898857241,26016.007254464286,26015.43624441964,26021.12965029762,26020.027610959605,8.346543335951674,14.10085324990408,-6.171997428707982,-7.533508027177557,26021.12965029762,26049.331356797426,25992.92794379781,45.013467015492466
2023-08-28 01:04:00+00:00,26009.24609375,26009.24609375,26009.24609375,26009.24609375,0,0.0,0.0,-0.00045681019483863024,26017.546037946428,26013.344587053572,26020.264322916668,26019.760472402355,4.825857127611771,14.252425396695067,-6.315512733133801,-7.289876584195338,26020.264322916668,26048.769173710058,25991.759472123278,40.16485994812764
2023-08-28 01:05:00+00:00,26003.630859375,26003.630859375,26003.630859375,26003.630859375,3849728,0.0,0.0,-0.0005344202204973238,26014.623046875,26011.318498883928,26019.00418526786,26018.70791765379,6.200960667441435,14.507481141808904,-6.801254150286695,-7.192141704458545,26019.00418526786,26048.019147551477,25989.98922298424,37.17989824911062
2023-08-28 01:06:00+00:00,25999.69140625,25999.69140625,25999.69140625,25999.69140625,2257408,0.0,0.0,-0.0007555974714733055,26011.559988839286,26008.980887276786,26017.550223214286,26017.19877058299,7.589598702012987,14.85266235246812,-7.416794401025982,-7.237076066364789,26017.550223214286,26047.255547919223,25987.84489850935,35.20325600610437
2023-08-28 01:07:00+00:00,26002.974609375,26002.974609375,26002.974609375,26002.974609375,10763776,0.0,0.0,-0.0004278778445167443,26009.479910714286,26008.730050223214,26016.185081845237,26015.44652808946,7.673885268260989,14.810046929167141,-7.553824171791348,-7.300429999095338,26016.185081845237,26045.805175703572,25986.5649879869,38.15430129484473
2023-08-28 01:08:00+00:00,26018.53125,26018.53125,26018.53125,26018.53125,2852864,0.0,0.0,4.5042042242228893e-05,26009.362723214286,26010.5185546875,26015.50465029762,26014.19837070086,7.502357342620434,14.327945906591916,-6.339742018899415,-7.10828194152082,26015.50465029762,26044.160542110803,25986.848758484433,49.816629690235196
2023-08-28 01:09:00+00:00,26019.544921875,26019.544921875,26019.544921875,26019.544921875,527872,0.0,0.0,0.00039596796031219066,26010.139787946428,26011.84500558036,26014.698753720237,26014.631960495386,8.313331876594075,13.544357018643133,-5.235776471417921,-6.7337645349665385,26014.698753720237,26041.787467757524,25987.61003968295,50.47200901873037
2023-08-28 01:10:00+00:00,26018.38671875,26018.38671875,26018.38671875,26018.38671875,11645952,0.0,0.0,0.0005674538088468565,26010.286551339286,26013.146902901786,26013.719680059523,26015.12356466207,8.469627848404121,12.398533396209993,-4.4032158084264665,-6.2676385475384055,26013.719680059523,26038.516746851943,25988.922613267103,49.6737716240653
2023-08-28 01:11:00+00:00,26022.232421875,26022.232421875,26022.232421875,26022.232421875,75776,0.0,0.0,0.0008669724295105065,26012.141741071428,26014.843889508928,26012.94363839286,26015.45006419076,9.556295861960967,11.222244071904251,-3.395086333337531,-5.693112089238035,26012.94363839286,26035.38812653667,25990.49915024905,52.3675396746112
2023-08-28 01:12:00+00:00,26024.31640625,26024.31640625,26024.31640625,26024.31640625,1359872,0.0,0.0,0.0008207444415726776,26015.096819196428,26014.859933035714,26012.577938988095,26016.128644358156,9.683290603696317,10.682487015289551,-2.4008826753160974,-5.034651522292321,26012.577938988095,26033.942913018673,25991.212964957518,53.81036491591761
2023-08-28 01:13:00+00:00,26020.603515625,26020.603515625,26020.603515625,26020.603515625,744960,0.0,0.0,7.964575729077713e-05,26018.08426339286,26014.822126116072,26012.01534598214,26016.94779471549,6.989514756796735,9.865208936815403,-1.8898659632686758,-4.405683189317567,26012.01534598214,26031.74576385577,25992.28492810851,50.85477076228673
2023-08-28 01:14:00+00:00,26020.44140625,26020.44140625,26020.44140625,26020.44140625,6050304,0.0,0.0,3.445426803934272e-05,26020.579520089286,26015.029715401786,26012.679873511905,26017.313517154318,2.1130639387351824,9.943847009381834,-1.4808595596950909,-3.820710114378356,26012.679873511905,26032.567567530667,25992.792179493143,50.7237708357041
2023-08-28 01:15:00+00:00,26007.26171875,26007.26171875,26007.26171875,26007.26171875,2953216,0.0,0.0,-0.0004275822371408921,26018.969587053572,26014.166155133928,26013.33556547619,26017.626421835015,5.50477772413297,9.027077053122632,-2.1920960408242536,-3.4949835805279843,26013.33556547619,26031.389719582436,25995.281411369946,41.38895985369103
2023-08-28 01:16:00+00:00,26015.869140625,26015.869140625,26015.869140625,26015.869140625,4187136,0.0,0.0,-0.00024453248848284255,26018.444475446428,26014.292131696428,26014.044828869046,26016.589606277677,5.614965557220734,8.58144516963926,-2.039394104729581,-3.2038630261610113,26014.044828869046,26031.207719208323,25996.88193852977,48.10580637076988
2023-08-28 01:17:00+00:00,26017.03515625,26017.03515625,26017.03515625,26017.03515625,0,0.0,0.0,-0.0002797864076941262,26018.251395089286,26014.268973214286,26014.84840029762,26016.51753811425,5.640462656022266,7.985679934235571,-1.8037079913447087,-2.923829972853921,26014.84840029762,26030.81976016609,25998.877040429146,48.9591420910507
2023-08-28 01:18:00+00:00,26018.658203125,26018.658203125,26018.658203125,26018.658203125,899072,0.0,0.0,-7.476046813563981e-05,26017.740792410714,26014.941266741072,26015.809523809523,26016.569313892873,5.375574801601691,7.079676271340737,-1.4692981345033331,-2.632921904533331,26015.809523809523,26029.968876352203,26001.650171266843,50.18701964455665
2023-08-28 01:19:00+00:00,26023.078125,26023.078125,26023.078125,26023.078125,6538752,0.0,0.0,0.0001013325911283992,26017.563895089286,26016.33035714286,26015.761253720237,26016.778253536067,5.1382584574708945,7.023616975045127,-0.8386612032809353,-2.274068085993433,26015.761253720237,26029.80848767033,26001.714019770145,53.469788714237474
2023-08-28 01:20:00+00:00,26025.994140625,26025.994140625,26025.994140625,26025.994140625,1919488,0.0,0.0,0.0007202765934213987,26018.333984375,26018.209123883928,26015.992745535714,26017.408378348664,6.0012315970711985,7.284767948435148,-0.10283147265363368,-1.8398191386072713,26015.992745535714,26030.562281432583,26001.423209638844,55.55101632346514
2023-08-28 01:21:00+00:00,26030.37109375,26030.37109375,26030.37109375,26030.37109375,113152,0.0,0.0,0.0005574272013213089,26019.752511160714,26020.166015625,26016.603980654763,26018.26712342881,7.554843165635463,7.930538985545952,0.8234020574527676,-1.307173305103536,26016.603980654763,26032.465058625854,26000.742902683673,58.54807978922632
2023-08-28 01:22:00+00:00,26029.279296875,26029.279296875,26029.279296875,26029.279296875,12307968,0.0,0.0,0.0004706201360556883,26022.897879464286,26020.933733258928,26017.076729910714,26019.47773469596,5.886995416264252,8.385374405097663,1.452724005903292,-0.7551925211707796,26017.076729910714,26033.84747872091,26000.30598110052,57.50646906767261
2023-08-28 01:23:00+00:00,26025.5234375,26025.5234375,26025.5234375,26025.5234375,0,0.0,0.0,0.0002638581252501116,26024.27706473214,26021.360770089286,26017.620442708332,26020.458047046162,5.035136732555814,8.551609377056762,1.6300347891628917,-0.2781461452647407,26017.620442708332,26034.723661462445,26000.51722395422,53.95063485054978
2023-08-28 01:24:00+00:00,26028.484375,26028.484375,26028.484375,26028.484375,829952,0.0,0.0,0.00020774829072992302,26025.912667410714,26022.08203125,26018.150204613095,26020.96465870983,4.05473919967875,8.873172279559356,1.9862548356068146,0.1747347449475151,26018.150204613095,26035.896549172216,26000.403860053975,56.24748380960123
2023-08-28 01:25:00+00:00,26027.67578125,26027.67578125,26027.67578125,26027.67578125,8959488,0.0,0.0,6.461388625209367e-05,26027.20089285714,26022.470842633928,26019.027808779763,26021.716727360974,2.50033679718976,8.859862232332835,2.1782769451128843,0.5754436762483092,26019.027808779763,26036.74753324443,26001.308084315096,55.43432868119051
2023-08-28 01:26:00+00:00,26027.99609375,26027.99609375,26027.99609375,26027.99609375,985600,0.0,0.0,-9.123957516572814e-05,26027.903459821428,26022.73367745536,26020.188058035714,26022.312701946285,1.7170726968337027,8.321771190074433,2.3294137083212263,0.9262380267209903,26020.188058035714,26036.831600415862,26003.544515655565,55.70749599334456
2023-08-28 01:27:00+00:00,26035.912109375,26035.912109375,26035.912109375,26035.912109375,0,0.0,0.0,0.00025482121208005617,26029.3203125,26023.8271484375,26021.91285342262,26022.88110052185,3.269319479797921,7.581877304584033,3.052078964155953,1.3514065478112405,26021.91285342262,26037.076608031788,26006.74909881345,61.91970451706341
2023-08-28 01:28:00+00:00,26037.53125,26037.53125,26037.53125,26037.53125,2155520,0.0,0.0,0.0004613860131895762,26030.343191964286,26025.0478515625,26023.558407738095,26024.184323970258,4.529938847458056,6.993245541837881,3.7125103488178866,1.8236276044305308,26023.558407738095,26037.544898821772,26009.57191665442,63.060911898918135
2023-08-28 01:29:00+00:00,26043.212890625,26043.212890625,26043.212890625,26043.212890625,115200,0.0,0.0,0.0005658614390604524,26032.33370535714,26027.615792410714,26024.733723958332,26025.519129553173,6.581341576214484,8.0936002935305,4.640445192926563,2.3869914050330885,26024.733723958332,26040.920924545393,26008.54652337127,66.81869414632241
2023-08-28 01:30:00+00:00,26041.37890625,26041.37890625,26041.37890625,26041.37890625,178688,0.0,0.0,0.0005264828529127274,26034.598772321428,26029.437918526786,26025.7734375,26027.288640457005,6.575289018921497,8.768023299093946,5.168384576085373,2.9432702627199605,26025.7734375,26043.309484098187,26008.237390901813,64.53647555468683
2023-08-28 01:31:00+00:00,26038.3125,26038.3125,26038.3125,26038.3125,0,0.0,0.0,0.0003963580681678847,26036.002790178572,26030.95772879464,26026.72228422619,26028.697763645247,6.082948979979407,9.003673177240657,5.27867920382414,3.410352201055144,26026.72228422619,26044.72963058067,26008.71493787171,60.7974100189581
2023-08-28 01:32:00+00:00,26038.67578125,26038.67578125,26038.67578125,26038.67578125,0,0.0,0.0,0.00010614845615509887,26037.57421875,26032.387555803572,26027.505301339286,26029.65929661082,4.873973379833842,9.303693914327843,5.333887325661635,3.7950593248885247,26027.505301339286,26046.11268916794,26008.89791351063,61.085065143953216
2023-08-28 01:33:00+00:00,26038.435546875,26038.435546875,26038.435546875,26038.435546875,498176,0.0,0.0,3.4730515205814685e-05,26039.065569196428,26033.484514508928,26028.177641369046,26030.56099514902,2.4483403762851035,9.56813137760716,5.297198360229231,4.095487193751095,26028.177641369046,26047.31390412426,26009.04137861383,60.76751982310577
2023-08-28 01:34:00+00:00,26040.74609375,26040.74609375,26040.74609375,26040.74609375,5770752,0.0,0.0,-9.47193760370478e-05,26039.75613839286,26034.538225446428,26029.136811755954,26031.34848968056,2.0618711895306268,9.778193113239057,5.392283436285652,4.354846484935696,26029.136811755954,26048.693197982433,26009.580425529475,62.772012842832005
2023-08-28 01:35:00+00:00,26041.751953125,26041.751953125,26041.751953125,26041.751953125,8747008,0.0,0.0,1.4325158292999138e-05,26040.35909598214,26035.351143973214,26030.15159970238,26032.28829236167,1.9146853490999107,9.935208200999591,5.48551687188592,4.580980592094118,26030.15159970238,26050.02201610438,26010.281183300383,63.64288688018295
2023-08-28 01:36:00+00:00,26043.986328125,26043.986328125,26043.986328125,26043.986328125,3026432,0.0,0.0,0.00021790306591488984,26040.469587053572,26036.40164620536,26031.900390625,26033.234696752017,2.118306364877061,8.880868867817002,5.674190022746188,4.799622501250212,26031.900390625,26049.662128360633,26014.138652889367,65.56965999724613
2023-08-28 01:37:00+00:00,26043.46875,26043.46875,26043.46875,26043.46875,0,0.0,0.0,0.00018407114057049451,26040.768136160714,26037.683454241072,26033.214657738095,26034.30989906473,2.3967869855802535,8.420063361041283,5.71607365446107,4.982912747334557,26033.214657738095,26050.05478446018,26016.374531016012,64.71411134496887
2023-08-28 01:38:00+00:00,26044.841796875,26044.841796875,26044.841796875,26044.841796875,257024,0.0,0.0,0.0002460305262375429,26041.70089285714,26038.85184151786,26034.53878348214,26035.225814192807,2.5476081725049102,7.92005033910341,5.793223858730926,5.144974980536803,26034.53878348214,26050.37888416035,26018.698682803933,65.98217894601906
2023-08-28 01:39:00+00:00,26041.75390625,26041.75390625,26041.75390625,26041.75390625,0,0.0,0.0,3.87013680933621e-05,26042.140625,26039.857421875,26035.638578869046,26036.18744084119,2.177146606823099,7.1728953840166385,5.541421207435633,5.224264230191837,26035.638578869046,26049.98436963708,26021.29278810101,60.699125439813706
2023-08-28 01:40:00+00:00,26040.408203125,26040.408203125,26040.408203125,26040.408203125,0,0.0,0.0,-5.159983101055344e-05,26042.422433035714,26040.744001116072,26036.463820684523,26036.744102167773,1.6910339708435693,6.6320862962341,5.173679248127883,5.214147233342641,26036.463820684523,26049.727993276992,26023.199648092053,58.50079897234938
2023-08-28 01:41:00+00:00,26030.544921875,26030.544921875,26030.544921875,26030.544921875,2870784,0.0,0.0,-0.0005161040280337029,26040.96512276786,26040.36063058036,26036.680524553572,26037.110521022834,4.840049255907883,6.340837340125594,4.0400712519585795,4.979332028962654,26036.680524553572,26049.362199233823,26023.998849873322,45.49515773646212
2023-08-28 01:42:00+00:00,26015.890625,26015.890625,26015.890625,26015.890625,509952,0.0,0.0,-0.0010589267222708189,26037.270647321428,26038.814871651786,26035.99097842262,26036.453946982034,10.591850289467791,7.702436038876129,1.9372655685801874,4.370918720089703,26035.99097842262,26051.395850500372,26020.586106344865,33.558134600904566
2023-08-28 01:43:00+00:00,26030.740234375,26030.740234375,26030.740234375,26030.740234375,0,0.0,0.0,-0.0005414339856612983,26035.378348214286,26037.923967633928,26036.060546875,26034.397574965766,10.37307499045812,7.645169806340738,1.4519133151188726,3.7871176262019466,26036.060546875,26051.350886487682,26020.770207262318,48.34769577724883
2023-08-28 01:44:00+00:00,26044.232421875,26044.232421875,26044.232421875,26044.232421875,0,0.0,0.0,9.51746811648181e-05,26035.487444196428,26038.127790178572,26036.95145089286,26034.031834532954,10.475851710385026,7.44329693429486,2.131096810600866,3.455913457229859,26036.95145089286,26051.838044761447,26022.06485702427,57.585693717418664
2023-08-28 01:45:00+00:00,26041.6640625,26041.6640625,26041.6640625,26041.6640625,3574784,0.0,0.0,4.822733058575056e-05,26035.03348214286,26038.3671875,26037.579055059523,26035.051909266258,10.063671821276715,7.246720265872702,2.4341028688322695,3.2515513366617284,26037.579055059523,26052.07249559127,26023.085614527776,55.54901452363156
2023-08-28 01:46:00+00:00,26040.837890625,26040.837890625,26040.837890625,26040.837890625,14409216,0.0,0.0,0.0003954188735154066,26034.90262276786,26038.521623883928,26038.20582217262,26035.71313392336,9.967214017080058,6.908670972183928,2.5778706244091154,3.1168151926876333,26038.20582217262,26052.023164116985,26024.388480228252,54.87666510638322
2023-08-28 01:47:00+00:00,26044.3984375,26044.3984375,26044.3984375,26044.3984375,197632,0.0,0.0,0.001095784607604607,26035.47265625,26038.94754464286,26038.986886160714,26036.22561610422,10.437565542601307,6.617753932205549,2.9450977550441166,3.08247170484825,26038.986886160714,26052.222394025124,26025.751378296303,57.276683746527645
2023-08-28 01:48:00+00:00,26042.89453125,26042.89453125,26042.89453125,26042.89453125,661504,0.0,0.0,0.0004669209083401168,26037.236886160714,26039.101004464286,26039.319382440477,26037.042907588555,10.509287629971364,6.63093941575936,3.079302611586172,3.0818378861912477,26039.319382440477,26052.581261271996,26026.057503608958,55.92368332098338
2023-08-28 01:49:00+00:00,26042.55859375,26042.55859375,26042.55859375,26042.55859375,0,0.0,0.0,-6.426866792949225e-05,26041.04659598214,26039.158621651786,26039.558779761905,26037.628075976332,4.7210740761904155,6.653866133177874,3.1225625205552205,3.089982813111198,26039.558779761905,26052.86651202826,26026.25104749555,55.607690416284356
2023-08-28 01:50:00+00:00,26036.85546875,26036.85546875,26036.85546875,26036.85546875,0,0.0,0.0,-0.00018465001846500184,26041.92020089286,26038.649274553572,26039.256045386905,26038.121132320084,2.573370089850313,6.623856295445067,2.6660019548799028,3.00518664107219,26039.256045386905,26052.503757977796,26026.008332796013,50.40102120292895
2023-08-28 01:51:00+00:00,26040.978515625,26040.978515625,26040.978515625,26040.978515625,0,0.0,0.0,5.400171860469459e-06,26041.45535714286,26038.47140066964,26039.236979166668,26037.994564908106,2.37210346197908,6.618013961889749,2.606764856416703,2.9255022838458347,26039.236979166668,26052.473007090448,26026.000951242888,53.77101826559628
2023-08-28 01:52:00+00:00,26041.40234375,26041.40234375,26041.40234375,26041.40234375,1312256,0.0,0.0,-0.00011503793252087855,26041.41796875,26038.225725446428,26039.384114583332,26038.29296221829,2.3703275531830776,6.630768027148209,2.56445104787781,2.853292036438179,26039.384114583332,26052.645650637627,26026.122578529037,54.11614047885599
2023-08-28 01:53:00+00:00,26040.93359375,26040.93359375,26040.93359375,26040.93359375,8920064,0.0,0.0,-7.529644977239323e-05,26041.431640625,26038.167131696428,26039.491629464286,26038.60390247079,2.3666972882279755,6.63701022197407,2.4646862801637326,2.77557088499898,26039.491629464286,26052.765649908233,26026.21760902034,53.63918597409305
2023-08-28 01:54:00+00:00,26038.4140625,26038.4140625,26038.4140625,26038.4140625,165888,0.0,0.0,-0.0001591445492991865,26040.576729910714,26038.02469308036,26039.49060639881,26038.83687301433,2.190712367461951,6.637182805524379,2.1574734342975717,2.651951394624175,26039.49060639881,26052.764972009856,26026.216240787762,51.03551675976999
2023-08-28 01:55:00+00:00,26028.12890625,26028.12890625,26028.12890625,26028.12890625,3746816,0.0,0.0,-0.00033516192116493524,26038.467354910714,26037.852120535714,26038.889787946428,26038.794591731672,4.9535373668212435,7.074515017277833,1.0718257061998884,2.3359262564596834,26038.889787946428,26053.03881798098,26024.740757911874,42.060182863008826
