Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2023-08-26 00:30:00+00:00,26069.435546875,26069.435546875,26069.435546875,26069.435546875,0,0.0,0.0,0.0,0.0,26060.30496651786,26053.95968191964,26050.699311755954,6.872873652889033,8.184480939843587
2023-08-26 00:31:00+00:00,26071.62109375,26071.62109375,26071.62109375,26071.62109375,391168,0.0,0.0,0.0,0.0,26063.16573660714,26055.928292410714,26052.13895089286,6.810944399193444,9.075306425051316
2023-08-26 00:32:00+00:00,26077.671875,26077.671875,26077.671875,26077.671875,310272,0.0,0.0,0.0,0.0,26066.90262276786,26057.98172433036,26053.612444196428,6.522282230396143,10.54581979984313
2023-08-26 00:33:00+00:00,26081.44921875,26081.44921875,26081.44921875,26081.44921875,0,0.0,0.0,0.0,0.0,26070.174944196428,26060.388671875,26055.284505208332,7.325799383051062,12.015642355445685
2023-08-26 00:34:00+00:00,26075.607421875,26075.607421875,26075.607421875,26075.607421875,7456768,0.0,0.0,0.0,0.0,26071.549944196428,26062.411272321428,26056.718843005954,7.310998733836209,12.572442222360145
2023-08-26 00:35:00+00:00,26065.46875,26065.46875,26065.46875,26065.46875,251904,0.0,0.0,0.0,0.0,26071.83956473214,26063.723074776786,26057.74609375,6.96837606333083,12.35174873109264
2023-08-26 00:36:00+00:00,26062.37109375,26062.37109375,26062.37109375,26062.37109375,885760,0.0,0.0,0.0,0.0,26071.946428571428,26064.742327008928,26058.671316964286,6.7890151005543045,11.907033613429334
2023-08-26 00:37:00+00:00,26056.6171875,26056.6171875,26056.6171875,26056.6171875,0,0.0,0.0,0.0,0.0,26070.115234375,26065.210100446428,26059.344866071428,8.96058550775115,11.331029944253986
2023-08-26 00:38:00+00:00,26056.06640625,26056.06640625,26056.06640625,26056.06640625,0,0.0,0.0,0.0,0.0,26067.893136160714,26065.529436383928,26059.916573660714,10.346420248576655,10.812305111615386
2023-08-26 00:39:00+00:00,26057.666015625,26057.666015625,26057.666015625,26057.666015625,593920,0.0,0.0,0.0,0.0,26065.03515625,26065.968889508928,26060.332868303572,9.950581128215894,10.532578192848177
2023-08-26 00:40:00+00:00,26048.71484375,26048.71484375,26048.71484375,26048.71484375,5437440,0.0,0.0,0.0,0.0,26060.358816964286,26065.26688058036,26060.378720238095,8.543403861776053,10.477020056218969
2023-08-26 00:41:00+00:00,26045.23828125,26045.23828125,26045.23828125,26045.23828125,596992,0.0,0.0,0.0,0.0,26056.020368303572,26063.78515625,26060.28097098214,7.09805358724279,10.613913539837968
2023-08-26 00:42:00+00:00,26042.76953125,26042.76953125,26042.76953125,26042.76953125,238592,0.0,0.0,0.0,0.0,26052.77762276786,26062.30859375,26060.07459077381,7.245678758599248,10.920654641155764
2023-08-26 00:43:00+00:00,26039.826171875,26039.826171875,26039.826171875,26039.826171875,365568,0.0,0.0,0.0,0.0,26049.55691964286,26060.75167410714,26059.680524553572,7.281186469773269,11.50781900661379
2023-08-26 00:44:00+00:00,26042.59765625,26042.59765625,26042.59765625,26042.59765625,487424,0.0,0.0,0.0,0.0,26047.554129464286,26058.83468191964,26059.324776785714,6.935414475793243,11.927637967920655
2023-08-26 00:45:00+00:00,26042.80859375,26042.80859375,26042.80859375,26042.80859375,0,0.0,0.0,0.0,0.0,26045.66015625,26056.77664620536,26058.906343005954,5.965891314937669,12.358680853762783
2023-08-26 00:46:00+00:00,26044.685546875,26044.685546875,26044.685546875,26044.685546875,4216832,0.0,0.0,0.0,0.0,26043.805803571428,26054.420479910714,26058.581194196428,2.777588648314607,12.649306598260637
2023-08-26 00:47:00+00:00,26044.533203125,26044.533203125,26044.533203125,26044.533203125,0,0.0,0.0,0.0,0.0,26043.208426339286,26051.783621651786,26057.9140625,1.835865369460672,13.015562572525111
2023-08-26 00:48:00+00:00,26031.16015625,26031.16015625,26031.16015625,26031.16015625,0,0.0,0.0,0.0,0.0,26041.197265625,26048.608816964286,26056.255859375,4.707255732438452,14.10855780818368
2023-08-26 00:49:00+00:00,26035.1484375,26035.1484375,26035.1484375,26035.1484375,0,0.0,0.0,0.0,0.0,26040.108537946428,26046.44308035714,26054.90857514881,5.144066905456766,14.725489079050782
2023-08-26 00:50:00+00:00,26039.630859375,26039.630859375,26039.630859375,26039.630859375,0,0.0,0.0,0.0,0.0,26040.080636160714,26044.818777901786,26053.861328125,5.146382914544204,15.00348924107676
2023-08-26 00:51:00+00:00,26041.466796875,26041.466796875,26041.466796875,26041.466796875,683008,0.0,0.0,0.0,0.0,26039.919084821428,26043.73660714286,26052.529482886905,5.071405166355689,14.79174069687837
2023-08-26 00:52:00+00:00,26041.857421875,26041.857421875,26041.857421875,26041.857421875,0,0.0,0.0,0.0,0.0,26039.783203125,26042.7216796875,26051.112165178572,4.993221138119712,14.288335379872667
2023-08-26 00:53:00+00:00,26041.40234375,26041.40234375,26041.40234375,26041.40234375,946176,0.0,0.0,0.0,0.0,26039.31417410714,26041.559988839286,26049.38504464286,4.594240390389819,13.056322515716495
2023-08-26 00:54:00+00:00,26041.384765625,26041.384765625,26041.384765625,26041.384765625,0,0.0,0.0,0.0,0.0,26038.864397321428,26041.03641183036,26047.477213541668,4.128665236972096,10.88303300131576
2023-08-26 00:55:00+00:00,26041.087890625,26041.087890625,26041.087890625,26041.087890625,0,0.0,0.0,0.0,0.0,26040.282645089286,26040.73995535714,26045.833426339286,2.3728978311053286,8.83623281978931
2023-08-26 00:56:00+00:00,26039.015625,26039.015625,26039.015625,26039.015625,1323008,0.0,0.0,0.0,0.0,26040.835100446428,26040.471819196428,26044.573753720237,1.0718106632074376,7.711012940919989
2023-08-26 00:57:00+00:00,26039.021484375,26039.021484375,26039.021484375,26039.021484375,0,0.0,0.0,0.0,0.0,26040.748046875,26040.41434151786,26043.461867559523,1.202679440036436,6.623121192933598
2023-08-26 00:58:00+00:00,26034.66796875,26034.66796875,26034.66796875,26034.66796875,0,0.0,0.0,0.0,0.0,26039.776785714286,26039.84793526786,26042.416666666668,2.533967171590674,6.158910444333877
2023-08-26 00:59:00+00:00,26032.876953125,26032.876953125,26032.876953125,26032.876953125,0,0.0,0.0,0.0,0.0,26038.49386160714,26039.138532366072,26041.312406994046,3.422555595703748,5.646800523635477
2023-08-26 01:00:00+00:00,26033.392578125,26033.392578125,26033.392578125,26033.392578125,0,0.0,0.0,0.0,0.0,26037.349609375,26038.331891741072,26040.15652901786,3.621278628432502,4.499739799824302
2023-08-26 01:01:00+00:00,26035.916015625,26035.916015625,26035.916015625,26035.916015625,0,0.0,0.0,0.0,0.0,26036.568359375,26037.716378348214,26039.547061011905,3.1670753482500844,4.134548898290558
2023-08-26 01:02:00+00:00,26033.552734375,26033.552734375,26033.552734375,26033.552734375,0,0.0,0.0,0.0,0.0,26035.49190848214,26037.887276785714,26038.99060639881,2.605724573465005,4.116608916409854
2023-08-26 01:03:00+00:00,26032.78125,26032.78125,26032.78125,26032.78125,0,0.0,0.0,0.0,0.0,26034.60128348214,26037.718191964286,26038.514973958332,2.2404391083971706,4.233523725471493
2023-08-26 01:04:00+00:00,26034.787109375,26034.787109375,26034.787109375,26034.787109375,0,0.0,0.0,0.0,0.0,26033.99637276786,26037.372209821428,26038.27501860119,1.1584717601176844,4.2978078541025315
2023-08-26 01:05:00+00:00,26041.203125,26041.203125,26041.203125,26041.203125,3968000,0.0,0.0,0.0,0.0,26034.92996651786,26037.353376116072,26038.20861235119,2.984331205259485,4.238036410088539
2023-08-26 01:06:00+00:00,26041.474609375,26041.474609375,26041.474609375,26041.474609375,128000,0.0,0.0,0.0,0.0,26036.158203125,26037.326032366072,26038.145089285714,3.6854426792173225,4.175171979559932
2023-08-26 01:07:00+00:00,26044.591796875,26044.591796875,26044.591796875,26044.591796875,0,0.0,0.0,0.0,0.0,26037.75809151786,26037.553850446428,26038.140625,4.601707079323108,4.167872694287623
2023-08-26 01:08:00+00:00,26046.26171875,26046.26171875,26046.26171875,26046.26171875,0,0.0,0.0,0.0,0.0,26039.23604910714,26037.902204241072,26038.22293526786,5.48759465099556,4.314904923308031
2023-08-26 01:09:00+00:00,26049.123046875,26049.123046875,26049.123046875,26049.123046875,0,0.0,0.0,0.0,0.0,26041.460379464286,26038.476143973214,26039.078311011905,5.937189431531535,4.614827486500887
2023-08-26 01:10:00+00:00,26053.40625,26053.40625,26053.40625,26053.40625,0,0.0,0.0,0.0,0.0,26044.406808035714,26039.504045758928,26039.947730654763,6.029203310947461,5.476791412895173
2023-08-26 01:11:00+00:00,26051.251953125,26051.251953125,26051.251953125,26051.251953125,528384,0.0,0.0,0.0,0.0,26046.758928571428,26040.37765066964,26040.501116071428,4.720484919611645,6.004827133436059
2023-08-26 01:12:00+00:00,26052.19921875,26052.19921875,26052.19921875,26052.19921875,0,0.0,0.0,0.0,0.0,26048.32979910714,26041.6298828125,26041.012183779763,4.380909941267485,6.525285628463026
2023-08-26 01:13:00+00:00,26051.77734375,26051.77734375,26051.77734375,26051.77734375,0,0.0,0.0,0.0,0.0,26049.801618303572,26042.979910714286,26041.484561011905,3.2884243200777843,6.935687951347429
2023-08-26 01:14:00+00:00,26052.484375,26052.484375,26052.484375,26052.484375,0,0.0,0.0,0.0,0.0,26050.929129464286,26044.343610491072,26042.012276785714,2.450795153460867,7.338992889243743
2023-08-26 01:15:00+00:00,26054.716796875,26054.716796875,26054.716796875,26054.716796875,0,0.0,0.0,0.0,0.0,26052.13699776786,26045.6865234375,26042.647135416668,1.7505933314419884,7.841439401992783
2023-08-26 01:16:00+00:00,26057.294921875,26057.294921875,26057.294921875,26057.294921875,0,0.0,0.0,0.0,0.0,26053.30440848214,26047.382393973214,26043.418898809523,2.096338424987008,8.453939461238106
2023-08-26 01:17:00+00:00,26059.1640625,26059.1640625,26059.1640625,26059.1640625,0,0.0,0.0,0.0,0.0,26054.126953125,26049.26688058036,26044.378348214286,3.0538752550500434,9.051441325329733
2023-08-26 01:18:00+00:00,26059.763671875,26059.763671875,26059.763671875,26059.763671875,0,0.0,0.0,0.0,0.0,26055.342912946428,26051.050920758928,26045.366071428572,3.393964979588862,9.555355710703164
2023-08-26 01:19:00+00:00,26061.4609375,26061.4609375,26061.4609375,26061.4609375,0,0.0,0.0,0.0,0.0,26056.666015625,26052.497907366072,26046.641927083332,3.750715399484541,9.839989348088427
2023-08-26 01:20:00+00:00,26066.294921875,26066.294921875,26066.294921875,26066.294921875,207872,0.0,0.0,0.0,0.0,26058.73995535714,26054.27078683036,26048.233258928572,4.529814875359938,10.198270504704821
2023-08-26 01:21:00+00:00,26065.17578125,26065.17578125,26065.17578125,26065.17578125,0,0.0,0.0,0.0,0.0,26060.55301339286,26055.741071428572,26049.746744791668,4.131033971925285,10.24400862218472
2023-08-26 01:22:00+00:00,26059.37109375,26059.37109375,26059.37109375,26059.37109375,0,0.0,0.0,0.0,0.0,26061.217912946428,26056.67745535714,26050.86365327381,3.332504587341461,9.934626567996872
2023-08-26 01:23:00+00:00,26051.275390625,26051.275390625,26051.275390625,26051.275390625,0,0.0,0.0,0.0,0.0,26060.357979910714,26056.831194196428,26051.707589285714,4.914621354215107,9.109009077831548
2023-08-26 01:24:00+00:00,26050.861328125,26050.861328125,26050.861328125,26050.861328125,210944,0.0,0.0,0.0,0.0,26059.171875,26056.6494140625,26052.568545386905,6.107837324187565,8.020051786687445
2023-08-26 01:25:00+00:00,26050.37109375,26050.37109375,26050.37109375,26050.37109375,1099776,0.0,0.0,0.0,0.0,26057.830078125,26056.586495535714,26053.310639880954,6.932227344858164,6.940854238759701
2023-08-26 01:26:00+00:00,26049.78515625,26049.78515625,26049.78515625,26049.78515625,0,0.0,0.0,0.0,0.0,26056.162109375,26056.4140625,26053.719308035714,7.307501233678377,6.425881521779138
2023-08-26 01:27:00+00:00,26048.314453125,26048.314453125,26048.314453125,26048.314453125,68608,0.0,0.0,0.0,0.0,26053.59347098214,26056.16671316964,26054.045014880954,6.233296917706048,5.928284296587866
2023-08-26 01:28:00+00:00,26054.390625,26054.390625,26054.390625,26054.390625,0,0.0,0.0,0.0,0.0,26052.052734375,26056.302873883928,26054.511625744046,3.7191486732949497,5.518491506114293
2023-08-26 01:29:00+00:00,26054.314453125,26054.314453125,26054.314453125,26054.314453125,0,0.0,0.0,0.0,0.0,26051.33035714286,26056.27413504464,26054.895089285714,2.2692358048497554,5.186352049605444
2023-08-26 01:30:00+00:00,26054.919921875,26054.919921875,26054.919921875,26054.919921875,1267712,0.0,0.0,0.0,0.0,26051.851004464286,26056.1044921875,26055.17113095238,2.642001294574794,5.015221409264882
2023-08-26 01:31:00+00:00,26054.611328125,26054.611328125,26054.611328125,26054.611328125,37888,0.0,0.0,0.0,0.0,26052.38671875,26055.779296875,26055.228515625,2.784242084999821,5.0008916059778015
2023-08-26 01:32:00+00:00,26046.251953125,26046.251953125,26046.251953125,26046.251953125,8192,0.0,0.0,0.0,0.0,26051.798270089286,26054.81417410714,26054.990420386905,3.5977012632167877,5.309206559855607
2023-08-26 01:33:00+00:00,26044.46484375,26044.46484375,26044.46484375,26044.46484375,0,0.0,0.0,0.0,0.0,26051.038225446428,26053.600167410714,26054.622116815477,4.534011575594021,5.761518224089913
2023-08-26 01:34:00+00:00,26042.49609375,26042.49609375,26042.49609375,26042.49609375,6429696,0.0,0.0,0.0,0.0,26050.20703125,26051.900251116072,26054.180152529763,5.538598762629201,6.3196026991176275
2023-08-26 01:35:00+00:00,26041.078125,26041.078125,26041.078125,26041.078125,432128,0.0,0.0,0.0,0.0,26048.305245535714,26050.17898995536,26053.63699776786,6.11791641893739,6.933035664306716
2023-08-26 01:36:00+00:00,26043.95703125,26043.95703125,26043.95703125,26043.95703125,0,0.0,0.0,0.0,0.0,26046.825613839286,26049.077985491072,26053.12462797619,5.657511670012949,7.240036178273611
2023-08-26 01:37:00+00:00,26041.32421875,26041.32421875,26041.32421875,26041.32421875,0,0.0,0.0,0.0,0.0,26044.883370535714,26048.3671875,26052.364118303572,4.661651920669988,7.60945106348693
2023-08-26 01:38:00+00:00,26043.46875,26043.46875,26043.46875,26043.46875,0,0.0,0.0,0.0,0.0,26043.291573660714,26047.83914620536,26051.616722470237,1.82652963926668,7.6786477805928985
2023-08-26 01:39:00+00:00,26043.259765625,26043.259765625,26043.259765625,26043.259765625,0,0.0,0.0,0.0,0.0,26042.864118303572,26047.331194196428,26050.83082217262,1.2894056602885051,7.647640659195096
2023-08-26 01:40:00+00:00,26045.404296875,26045.404296875,26045.404296875,26045.404296875,0,0.0,0.0,0.0,0.0,26042.99832589286,26047.01827566964,26050.066220238095,1.5132473482269806,7.327683943415193
2023-08-26 01:41:00+00:00,26046.18359375,26046.18359375,26046.18359375,26046.18359375,889856,0.0,0.0,0.0,0.0,26043.52511160714,26046.866071428572,26049.108537946428,1.9013450106295133,6.349577971450371
2023-08-26 01:42:00+00:00,26039.6015625,26039.6015625,26039.6015625,26039.6015625,0,0.0,0.0,0.0,0.0,26043.31417410714,26045.809709821428,26047.890718005954,2.2651603635242332,5.511008480837128
2023-08-26 01:43:00+00:00,26038.55859375,26038.55859375,26038.55859375,26038.55859375,0,0.0,0.0,0.0,0.0,26042.54296875,26044.68429129464,26046.89964657738,2.8526211379926965,5.2061844536752435
2023-08-26 01:44:00+00:00,26040.333984375,26040.333984375,26040.333984375,26040.333984375,0,0.0,0.0,0.0,0.0,26042.401506696428,26043.642438616072,26046.37862723214,2.9461518392578268,5.293142881024314
2023-08-26 01:45:00+00:00,26039.25390625,26039.25390625,26039.25390625,26039.25390625,0,0.0,0.0,0.0,0.0,26041.799386160714,26042.545479910714,26045.82589285714,3.1174081190468583,5.4064704377333905
2023-08-26 01:46:00+00:00,26041.970703125,26041.970703125,26041.970703125,26041.970703125,0,0.0,0.0,0.0,0.0,26041.615234375,26042.239676339286,26045.425874255954,3.054195432663097,5.363962043530244
2023-08-26 01:47:00+00:00,26042.857421875,26042.857421875,26042.857421875,26042.857421875,0,0.0,0.0,0.0,0.0,26041.251395089286,26042.124860491072,26045.09598214286,2.6529241860230113,5.295044755647502
2023-08-26 01:48:00+00:00,26043.82421875,26043.82421875,26043.82421875,26043.82421875,0,0.0,0.0,0.0,0.0,26040.91434151786,26042.2197265625,26044.882161458332,1.988535583911208,5.249041345631084
2023-08-26 01:49:00+00:00,26042.876953125,26042.876953125,26042.876953125,26042.876953125,4604928,0.0,0.0,0.0,0.0,26041.382254464286,26042.348214285714,26044.333891369046,2.013351290086293,4.787202108708928
2023-08-26 01:50:00+00:00,26043.521484375,26043.521484375,26043.521484375,26043.521484375,72704,0.0,0.0,0.0,0.0,26042.091238839286,26042.31710379464,26043.81994047619,1.7032387470887747,4.206230003377357
2023-08-26 01:51:00+00:00,26043.36328125,26043.36328125,26043.36328125,26043.36328125,0,0.0,0.0,0.0,0.0,26042.523995535714,26042.462751116072,26043.269624255954,1.5612673010474223,3.3502728294390494
2023-08-26 01:52:00+00:00,26042.865234375,26042.865234375,26042.865234375,26042.865234375,0,0.0,0.0,0.0,0.0,26043.039899553572,26042.41964285714,26042.710286458332,0.6034891370854993,2.114779077672655
2023-08-26 01:53:00+00:00,26041.234375,26041.234375,26041.234375,26041.234375,0,0.0,0.0,0.0,0.0,26042.934709821428,26042.274972098214,26042.471354166668,0.8390946096732134,1.9733456534804663
2023-08-26 01:54:00+00:00,26041.5078125,26041.5078125,26041.5078125,26041.5078125,0,0.0,0.0,0.0,0.0,26042.74190848214,26041.996651785714,26042.330543154763,0.9995277741736204,1.9289879551745337
2023-08-26 01:55:00+00:00,26042.181640625,26042.181640625,26042.181640625,26042.181640625,0,0.0,0.0,0.0,0.0,26042.507254464286,26041.710797991072,26042.315569196428,0.8898877857317551,1.9288590796110334
2023-08-26 01:56:00+00:00,26041.6015625,26041.6015625,26041.6015625,26041.6015625,1400832,0.0,0.0,0.0,0.0,26042.325055803572,26041.853655133928,26042.340494791668,0.931184550075808,1.9154038400815223
2023-08-26 01:57:00+00:00,26042.4765625,26042.4765625,26042.4765625,26042.4765625,274432,0.0,0.0,0.0,0.0,26042.17578125,26042.13351004464,26042.269996279763,0.7786912849869465,1.8798456169097817
2023-08-26 01:58:00+00:00,26047.431640625,26047.431640625,26047.431640625,26047.431640625,0,0.0,0.0,0.0,0.0,26042.756975446428,26042.640485491072,26042.56082589286,2.140387634910043,2.1754108685300495
2023-08-26 01:59:00+00:00,26039.484375,26039.484375,26039.484375,26039.484375,2583552,0.0,0.0,0.0,0.0,26042.273995535714,26042.65694754464,26042.37109375,2.4682268228166224,2.2642052561931623
2023-08-26 02:00:00+00:00,26041.154296875,26041.154296875,26041.154296875,26041.154296875,0,0.0,0.0,0.0,0.0,26042.262555803572,26042.5986328125,26042.270833333332,2.474027083301282,2.2694963163977997
2023-08-26 02:01:00+00:00,26043.400390625,26043.400390625,26043.400390625,26043.400390625,0,0.0,0.0,0.0,0.0,26042.53292410714,26042.63741629464,26042.17540922619,2.4812025828567874,2.1711558620505214
2023-08-26 02:02:00+00:00,26044.173828125,26044.173828125,26044.173828125,26044.173828125,0,0.0,0.0,0.0,0.0,26042.817522321428,26042.66238839286,26042.07970610119,2.547560612595325,2.025020365498567
2023-08-26 02:03:00+00:00,26044.42578125,26044.42578125,26044.42578125,26044.42578125,0,0.0,0.0,0.0,0.0,26043.22098214286,26042.773018973214,26042.309430803572,2.5465293424127533,2.003356936405995
2023-08-26 02:04:00+00:00,26050.76171875,26050.76171875,26050.76171875,26050.76171875,0,0.0,0.0,0.0,0.0,26044.40457589286,26043.290178571428,26042.890531994046,3.7729554942421855,2.5548965023549974
2023-08-26 02:05:00+00:00,26052.658203125,26052.658203125,26052.658203125,26052.658203125,0,0.0,0.0,0.0,0.0,26045.151227678572,26043.9541015625,26043.477399553572,4.838525573287745,3.2572127821820285
2023-08-26 02:06:00+00:00,26055.966796875,26055.966796875,26055.966796875,26055.966796875,1513472,0.0,0.0,0.0,0.0,26047.505859375,26044.88992745536,26044.273251488095,5.57556070606176,4.105087487497744
2023-08-26 02:07:00+00:00,26059.8828125,26059.8828125,26059.8828125,26059.8828125,0,0.0,0.0,0.0,0.0,26050.18136160714,26046.22195870536,26045.12620907738,6.445407929034518,5.292037707674281
2023-08-26 02:08:00+00:00,26058.751953125,26058.751953125,26058.751953125,26058.751953125,0,0.0,0.0,0.0,0.0,26052.374441964286,26047.453683035714,26045.88309151786,6.364824710409827,6.035712368345664
2023-08-26 02:09:00+00:00,26058.802734375,26058.802734375,26058.802734375,26058.802734375,0,0.0,0.0,0.0,0.0,26054.464285714286,26048.64090401786,26046.596354166668,5.576239910646376,6.635476903057924
2023-08-26 02:10:00+00:00,26058.6875,26058.6875,26058.6875,26058.6875,1150976,0.0,0.0,0.0,0.0,26056.50167410714,26049.861328125,26047.34923735119,3.525479069740261,7.074777180924074
2023-08-26 02:11:00+00:00,26056.931640625,26056.931640625,26056.931640625,26056.931640625,0,0.0,0.0,0.0,0.0,26057.38309151786,26050.89383370536,26047.987816220237,2.4621644667641167,7.31319615639437
2023-08-26 02:12:00+00:00,26058.140625,26058.140625,26058.140625,26058.140625,0,0.0,0.0,0.0,0.0,26058.16629464286,26051.658761160714,26048.691499255954,1.3120569014023986,7.552984167717969
2023-08-26 02:13:00+00:00,26059.10546875,26059.10546875,26059.10546875,26059.10546875,0,0.0,0.0,0.0,0.0,26058.614676339286,26053.06026785714,26049.46484375,0.909752203266373,7.755312692213697
2023-08-26 02:14:00+00:00,26059.2421875,26059.2421875,26059.2421875,26059.2421875,320512,0.0,0.0,0.0,0.0,26058.52315848214,26054.35226004464,26050.322358630954,0.7845239252294175,7.7952272797183495
2023-08-26 02:15:00+00:00,26061.046875,26061.046875,26061.046875,26061.046875,117760,0.0,0.0,0.0,0.0,26058.851004464286,26055.612723214286,26051.252790178572,1.2421274688678032,7.856368863998285
2023-08-26 02:16:00+00:00,26060.978515625,26060.978515625,26060.978515625,26060.978515625,0,0.0,0.0,0.0,0.0,26059.16183035714,26056.813058035714,26052.147879464286,1.4778908665919268,7.841969568810649
2023-08-26 02:17:00+00:00,26107.384765625,26107.384765625,26107.384765625,26107.384765625,0,0.0,0.0,0.0,0.0,26066.118582589286,26061.310128348214,26055.280412946428,18.255394881639987,14.077909005305886
2023-08-26 02:18:00+00:00,26097.203125,26097.203125,26097.203125,26097.203125,4115456,0.0,0.0,0.0,0.0,26071.871651785714,26064.627371651786,26057.88643973214,21.014760255930945,16.454037120326763
2023-08-26 02:19:00+00:00,26081.07421875,26081.07421875,26081.07421875,26081.07421875,35068928,0.0,0.0,0.0,0.0,26075.147879464286,26066.657087053572,26059.488467261905,20.29257400797901,17.01349565231173
2023-08-26 02:20:00+00:00,26080.34765625,26080.34765625,26080.34765625,26080.34765625,553984,0.0,0.0,0.0,0.0,26078.182477678572,26068.398577008928,26061.43433779762,19.043584186706994,16.947873154568885
2023-08-26 02:21:00+00:00,26080.677734375,26080.677734375,26080.677734375,26080.677734375,0,0.0,0.0,0.0,0.0,26081.244698660714,26069.883928571428,26063.31640625,17.116268696703173,16.776844945387086
2023-08-26 02:22:00+00:00,26080.34765625,26080.34765625,26080.34765625,26080.34765625,663552,0.0,0.0,0.0,0.0,26084.001953125,26071.42647879464,26065.07579985119,14.705074882382306,16.519173014859764
2023-08-26 02:23:00+00:00,26068.19921875,26068.19921875,26068.19921875,26068.19921875,198656,0.0,0.0,0.0,0.0,26085.03348214286,26072.09765625,26066.219866071428,12.971987372711625,15.816191430984517
2023-08-26 02:24:00+00:00,26063.81640625,26063.81640625,26063.81640625,26063.81640625,46080,0.0,0.0,0.0,0.0,26078.809430803572,26072.464006696428,26067.143229166668,10.716400740689824,15.026523426964733
2023-08-26 02:25:00+00:00,26063.943359375,26063.943359375,26063.943359375,26063.943359375,0,0.0,0.0,0.0,0.0,26074.058035714286,26072.96484375,26067.770926339286,8.30350604137563,14.576589674241568
2023-08-26 02:26:00+00:00,26061.486328125,26061.486328125,26061.486328125,26061.486328125,0,0.0,0.0,0.0,0.0,26071.259765625,26073.20382254464,26068.191313244046,8.828911544330818,14.242418815362825
2023-08-26 02:27:00+00:00,26060.27734375,26060.27734375,26060.27734375,26060.27734375,0,0.0,0.0,0.0,0.0,26068.392578125,26073.287527901786,26068.396577380954,8.64269016232907,14.087649176239125
2023-08-26 02:28:00+00:00,26059.1953125,26059.1953125,26059.1953125,26059.1953125,1191936,0.0,0.0,0.0,0.0,26065.323660714286,26073.2841796875,26068.363839285714,7.25618600258212,14.109205792277283
2023-08-26 02:29:00+00:00,26058.3828125,26058.3828125,26058.3828125,26058.3828125,0,0.0,0.0,0.0,0.0,26062.18582589286,26073.093889508928,26068.346261160714,3.4021143507600446,14.12200377621245
2023-08-26 02:30:00+00:00,26055.23828125,26055.23828125,26055.23828125,26055.23828125,0,0.0,0.0,0.0,0.0,26060.33426339286,26072.68387276786,26068.17652529762,3.097197372988371,14.26316064448813
2023-08-26 02:31:00+00:00,26055.32421875,26055.32421875,26055.32421875,26055.32421875,0,0.0,0.0,0.0,0.0,26059.12109375,26068.965262276786,26068.01636904762,3.168294856133629,14.393325820309638
2023-08-26 02:32:00+00:00,26058.28515625,26058.28515625,26058.28515625,26058.28515625,0,0.0,0.0,0.0,0.0,26058.31277901786,26066.185407366072,26068.08082217262,2.34874046297687,14.344153205033463
2023-08-26 02:33:00+00:00,26062.716796875,26062.716796875,26062.716796875,26062.716796875,0,0.0,0.0,0.0,0.0,26058.48856026786,26064.874162946428,26068.298735119046,2.652268104542505,14.219814808667238
