date,timestamp,open,high,low,close
2023-08-26 04:25:00,1692998700000,26048.95,26048.95,26048.94,26048.94
2023-08-26 04:26:00,1692998760000,26048.95,26048.95,26048.94,26048.94
2023-08-26 04:27:00,1692998820000,26048.94,26048.95,26045.54,26045.55
2023-08-26 04:28:00,1692998880000,26045.55,26045.55,26035.81,26035.82
2023-08-26 04:29:00,1692998940000,26035.81,26035.82,26032.52,26032.52
2023-08-26 04:30:00,1692999000000,26032.53,26032.53,26030.78,26030.79
2023-08-26 04:31:00,1692999060000,26030.79,26030.79,26030.78,26030.79
2023-08-26 04:32:00,1692999120000,26030.78,26030.79,26030.78,26030.79
2023-08-26 04:33:00,1692999180000,26030.78,26030.79,26030.0,26030.01
2023-08-26 04:34:00,1692999240000,26030.0,26050.77,26030.0,26050.77
2023-08-26 04:35:00,1692999300000,26050.77,26070.95,26050.76,26070.95
2023-08-26 04:36:00,1692999360000,26070.95,26070.95,26056.31,26056.31
2023-08-26 04:37:00,1692999420000,26056.31,26058.96,26056.31,26056.82
2023-08-26 04:38:00,1692999480000,26056.83,26062.59,26056.82,26061.95
2023-08-26 04:39:00,1692999540000,26061.95,26061.96,26056.32,26056.33
2023-08-26 04:40:00,1692999600000,26056.32,26056.33,26056.32,26056.33
2023-08-26 04:41:00,1692999660000,26056.32,26056.33,26042.26,26042.27
2023-08-26 04:42:00,1692999720000,26042.26,26048.16,26040.67,26048.16
2023-08-26 04:43:00,1692999780000,26048.16,26048.16,26044.59,26044.59
2023-08-26 04:44:00,1692999840000,26044.6,26044.6,26040.67,26040.68
2023-08-26 04:45:00,1692999900000,26040.68,26040.68,26037.64,26037.64
2023-08-26 04:46:00,1692999960000,26037.64,26037.65,26037.64,26037.64
2023-08-26 04:47:00,1693000020000,26037.64,26037.65,26037.64,26037.65
2023-08-26 04:48:00,1693000080000,26037.64,26037.65,26037.64,26037.65
2023-08-26 04:49:00,1693000140000,26037.65,26044.99,26037.64,26044.98
2023-08-26 04:50:00,1693000200000,26044.99,26046.93,26044.98,26046.92
2023-08-26 04:51:00,1693000260000,26046.92,26070.0,26046.92,26070.0
2023-08-26 04:52:00,1693000320000,26070.0,26070.0,26065.45,26065.46
2023-08-26 04:53:00,1693000380000,26065.45,26065.46,26064.5,26064.51
2023-08-26 04:54:00,1693000440000,26064.5,26064.51,26064.39,26064.4
2023-08-26 04:55:00,1693000500000,26064.4,26080.58,26064.39,26080.42
2023-08-26 04:56:00,1693000560000,26080.41,26083.74,26080.31,26083.74
2023-08-26 04:57:00,1693000620000,26083.74,26083.74,26078.55,26078.56
2023-08-26 04:58:00,1693000680000,26078.55,26078.57,26078.55,26078.57
2023-08-26 04:59:00,1693000740000,26078.56,26081.87,26078.56,26081.86
2023-08-26 05:00:00,1693000800000,26081.87,26081.87,26072.0,26072.01
2023-08-26 05:01:00,1693000860000,26072.0,26072.01,26066.37,26066.37
2023-08-26 05:02:00,1693000920000,26066.38,26066.38,26065.0,26065.0
2023-08-26 05:03:00,1693000980000,26065.01,26074.69,26065.0,26074.69
2023-08-26 05:04:00,1693001040000,26074.68,26075.73,26074.68,26075.73
2023-08-26 05:05:00,1693001100000,26075.73,26080.91,26070.0,26079.69
2023-08-26 05:06:00,1693001160000,26079.7,26080.0,26079.69,26079.99
2023-08-26 05:07:00,1693001220000,26080.0,26083.56,26079.99,26083.56
2023-08-26 05:08:00,1693001280000,26083.56,26085.2,26083.55,26085.04
2023-08-26 05:09:00,1693001340000,26085.04,26085.05,26076.34,26076.35
2023-08-26 05:10:00,1693001400000,26076.34,26076.35,26073.17,26073.18
2023-08-26 05:11:00,1693001460000,26073.17,26073.18,26070.85,26070.86
2023-08-26 05:12:00,1693001520000,26070.85,26070.86,26070.19,26070.19
2023-08-26 05:13:00,1693001580000,26070.2,26070.2,26067.44,26069.99
2023-08-26 05:14:00,1693001640000,26070.0,26070.0,26069.99,26069.99
2023-08-26 05:15:00,1693001700000,26069.99,26070.0,26065.38,26065.39
2023-08-26 05:16:00,1693001760000,26065.38,26065.39,26064.34,26064.35
2023-08-26 05:17:00,1693001820000,26064.35,26064.35,26062.0,26062.0
2023-08-26 05:18:00,1693001880000,26062.01,26062.01,26058.0,26058.0
2023-08-26 05:19:00,1693001940000,26058.01,26060.0,26053.0,26060.0
2023-08-26 05:20:00,1693002000000,26060.0,26060.0,26057.03,26057.03
2023-08-26 05:21:00,1693002060000,26057.03,26058.06,26056.97,26058.05
2023-08-26 05:22:00,1693002120000,26058.06,26058.06,26052.67,26052.68
2023-08-26 05:23:00,1693002180000,26052.67,26052.68,26052.67,26052.68
2023-08-26 05:24:00,1693002240000,26052.68,26058.0,26052.67,26056.72
2023-08-26 05:25:00,1693002300000,26056.73,26060.0,26054.13,26054.13
2023-08-26 05:26:00,1693002360000,26054.14,26054.14,26050.61,26050.62
2023-08-26 05:27:00,1693002420000,26050.61,26050.62,26046.0,26046.01
2023-08-26 05:28:00,1693002480000,26046.0,26046.01,26045.69,26045.69
2023-08-26 05:29:00,1693002540000,26045.7,26045.7,26045.69,26045.69
2023-08-26 05:30:00,1693002600000,26045.7,26047.53,26043.15,26047.52
2023-08-26 05:31:00,1693002660000,26047.52,26047.53,26047.52,26047.53
2023-08-26 05:32:00,1693002720000,26047.53,26054.0,26047.52,26053.45
2023-08-26 05:33:00,1693002780000,26053.45,26055.99,26053.45,26055.98
2023-08-26 05:34:00,1693002840000,26055.99,26056.0,26055.98,26056.0
2023-08-26 05:35:00,1693002900000,26056.0,26070.0,26055.99,26069.71
2023-08-26 05:36:00,1693002960000,26069.7,26069.71,26069.7,26069.7
2023-08-26 05:37:00,1693003020000,26069.71,26069.71,26064.13,26064.13
2023-08-26 05:38:00,1693003080000,26064.14,26064.14,26064.13,26064.13
2023-08-26 05:39:00,1693003140000,26064.14,26064.14,26064.07,26064.07
2023-08-26 05:40:00,1693003200000,26064.07,26064.08,26064.07,26064.08
2023-08-26 05:41:00,1693003260000,26064.08,26064.08,26060.88,26060.88
2023-08-26 05:42:00,1693003320000,26060.89,26060.89,26054.71,26055.0
2023-08-26 05:43:00,1693003380000,26055.01,26055.01,26049.08,26049.09
2023-08-26 05:44:00,1693003440000,26049.09,26054.0,26049.04,26051.21
2023-08-26 05:45:00,1693003500000,26051.22,26051.36,26050.79,26050.79
2023-08-26 05:46:00,1693003560000,26050.8,26050.8,26044.73,26044.74
2023-08-26 05:47:00,1693003620000,26044.73,26044.74,26038.01,26040.53
2023-08-26 05:48:00,1693003680000,26040.52,26045.83,26040.52,26045.83
2023-08-26 05:49:00,1693003740000,26045.82,26045.83,26045.82,26045.82
2023-08-26 05:50:00,1693003800000,26045.82,26045.83,26045.82,26045.83
2023-08-26 05:51:00,1693003860000,26045.83,26045.83,26045.82,26045.83
2023-08-26 05:52:00,1693003920000,26045.83,26050.99,26045.82,26050.99
2023-08-26 05:53:00,1693003980000,26050.99,26050.99,26049.61,26049.62
2023-08-26 05:54:00,1693004040000,26049.61,26049.62,26049.43,26049.44
2023-08-26 05:55:00,1693004100000,26049.43,26049.44,26047.22,26047.23
2023-08-26 05:56:00,1693004160000,26047.22,26047.23,26045.82,26045.83
2023-08-26 05:57:00,1693004220000,26045.82,26045.83,26045.82,26045.83
2023-08-26 05:58:00,1693004280000,26045.83,26045.83,26045.82,26045.82
